house_id,ukut_id,ИТП,Дата введения,Марка,система,точка расположения,номер прибора,Дата поверки,Дата очередной поверки,Повторный ввод,Год поверки,arshin,vri_id,org_title,mit_number,mit_title,mit_notation,mi_modification,mi_number,verification_date,valid_date,result_docnum,applicability,sticker_num
leningradskaya-4,leningradskaya-4-itp1,ИТП-1,12/11/2012,ЭРСВ-420Л-40,отопление,Т-2,1200483,,04/09/2028,до 15.09.2025,поверка 2024,2,,,,,,,,,,,,
leningradskaya-4,leningradskaya-4-itp1,ИТП-1,12/11/2012,КТСП-Н-80,отопление,термопары,23182г/23182х,,29/08/2028,до 15.09.2025,поверка 2024,1,1-366582454,"ООО ПП ""ТЕХНОЛОГИЯ""",38878-12,Комплекты термопреобразователей сопротивления,КТСП-Н,КТСП-Н,23182Г/23182Х,30.08.2024,29.08.2028,С-БУТ/30-08-2024/366582454,true,
leningradskaya-4,leningradskaya-4-itp1,ИТП-1,12/11/2012,ЭРСВ-420Л-25,гвс,Т-3,1205114,,10/09/2028,до 15.09.2025,поверка 2024,6,,,,,,,,,,,,
leningradskaya-4,leningradskaya-4-itp1,ИТП-1,12/11/2012,ЭРСВ-420Л-20,гвс,Т-4,1158851,,10/09/2028,до 15.09.2025,поверка 2024,2,,,,,,,,,,,,
leningradskaya-4,leningradskaya-4-itp1,ИТП-1,12/11/2012,КТПТР-06-45,гвс,термопары,3862/3862А,,29/08/2028,до 15.09.2025,поверка 2024,4,,,,,,,,,,,,
leningradskaya-6,leningradskaya-6-itp1,ИТП-1,14/09/2009,КАРАТ-2001-01,отопление,теплорегистратор,10180309,,08/06/2026,до 15.09.2025,поверка 2023,3,,,,,,,,,,,,
leningradskaya-6,leningradskaya-6-itp1,ИТП-1,14/09/2009,ПРЭМ-40,отопление,Т-1,229543,,26/03/2029,до 15.09.2025,поверка 2025,1,1-421786928,"ФБУ ""УРАЛТЕСТ""",17858-06,Преобразователи расхода электромагнитные,ПРЭМ,ПРЭМ,229543,27.03.2025,26.03.2029,С-СЕ/27-03-2025/421786928,true,
leningradskaya-6,leningradskaya-6-itp1,ИТП-1,14/09/2009,ПРЭМ-40,отопление,Т-2,230076,,26/03/2029,до 15.09.2025,поверка 2025,1,1-421786927,"ФБУ ""УРАЛТЕСТ""",17858-06,Преобразователи расхода электромагнитные,ПРЭМ,ПРЭМ,230076,27.03.2025,26.03.2029,С-СЕ/27-03-2025/421786927,true,
leningradskaya-6,leningradskaya-6-itp1,ИТП-1,14/09/2009,КТПТР-01-100,отопление,термопары,4009/4009A,,25/03/2029,до 15.09.2025,поверка 2025,0,,,,,,,,,,,,
leningradskaya-6,leningradskaya-6-itp1,ИТП-1,14/09/2009,МФ 2.2.1-Б-25,гвс,Т-3,201070798,,27/05/2028,до 15.09.2025,замена 2024,1,1-349307495,"ООО ""ИВТРЕЙД""",73383-18,Преобразователи расхода электромагнитные,МастерФлоу,Б,201070798,28.05.2024,27.05.2028,С-ДФП/28-05-2024/349307495,true,
leningradskaya-6,leningradskaya-6-itp1,ИТП-1,14/09/2009,МФ 2.2.1-Б-25,гвс,Т-4,201070633,,02/04/2028,до 15.09.2025,замена 2024,1,1-338256639,"ООО ""ИВТРЕЙД""",73383-18,Преобразователи расхода электромагнитные,МастерФлоу,Б,201070633,03.04.2024,02.04.2028,С-ДФП/03-04-2024/338256639,true,
leningradskaya-6,leningradskaya-6-itp1,ИТП-1,14/09/2009,КТПТР-01-60,гвс,термопары,4293/4293A,,25/03/2029,до 15.09.2025,поверка 2025,0,,,,,,,,,,,,
leningradskaya-8,leningradskaya-8-itp1,ИТП-1,19/11/2009,КАРАТ-2001-01,отопление,теплорегистратор,09750309,,08/06/2026,до 28.06.2025,поверка 2023,1,1-253933457,"ФБУ ""УРАЛТЕСТ""",30485-05,Теплорегистраторы,КАРАТ,КАРАТ 2001-01,09750309,08.06.2023,07.06.2027,С-СЕ/08-06-2023/253933457,true,
leningradskaya-8,leningradskaya-8-itp1,ИТП-1,19/11/2009,ПРЭМ-Д-40,отопление,Т-1,232384,,28/06/2025,до 28.06.2025,поверка 2021,8,,,,,,,,,,,,
leningradskaya-8,leningradskaya-8-itp1,ИТП-1,19/11/2009,ПРЭМ-Д-40,отопление,Т-2,232360,,28/06/2025,до 28.06.2025,поверка 2021,10,,,,,,,,,,,,
leningradskaya-8,leningradskaya-8-itp1,ИТП-1,19/11/2009,КТПТР-01-80,отопление,термопары,7267/7267а,,05/07/2025,до 28.06.2025,поверка 2021,3,,,,,,,,,,,,
leningradskaya-8,leningradskaya-8-itp1,ИТП-1,19/11/2009,МФ 5.2.1-Б-25,гвс,Т-3,025569311,,03/02/2029,до 28.06.2025,поверка 2024,1,1-408615109,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,025569311,04.02.2025,03.02.2029,С-СЕ/04-02-2025/408615109,true,
leningradskaya-8,leningradskaya-8-itp1,ИТП-1,19/11/2009,МФ 2.2.1-Б-20,гвс,Т-4,020005780,,14/06/2028,до 28.06.2025,поверка 2024,1,1-346951523,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.2.1-Б-20,020005780,15.06.2024,14.06.2028,С-БУТ/15-06-2024/346951523,true,
leningradskaya-8,leningradskaya-8-itp1,ИТП-1,19/11/2009,КТПТР-01-60,гвс,термопары,7071/7071a,,05/07/2025,до 28.06.2025,поверка 2021,0,,,,,,,,,,,,
leningradskaya-10,leningradskaya-10-itp1,ИТП-1,14/09/2009,КАРАТ-2001-01,отопление,теплорегистратор,10270309,,08/06/2026,до 15.09.2025,поверка 2022,0,,,,,,,,,,,,
leningradskaya-10,leningradskaya-10-itp1,ИТП-1,14/09/2009,ПРЭМ-Д-40,отопление,Т-1,230079,,29/06/2025,до 15.09.2025,поверка 2021,19,,,,,,,,,,,,
leningradskaya-10,leningradskaya-10-itp1,ИТП-1,14/09/2009,ПРЭМ-Д-40,отопление,Т-2,230105,,28/06/2025,до 15.09.2025,поверка 2021,14,,,,,,,,,,,,
leningradskaya-10,leningradskaya-10-itp1,ИТП-1,14/09/2009,КТПТР-01-100,отопление,термопары,4002/4002a,,01/06/2025,до 15.09.2025,поверка 2021,0,,,,,,,,,,,,
leningradskaya-10,leningradskaya-10-itp1,ИТП-1,14/09/2009,МФ 2.2.1-Б-25,гвс,Т-3,201018324,,15/07/2025,до 15.09.2025,поверка 2021,1,1-79166284,ООО «Метроконтроль»,31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.2.1-Б-25,201018324,15.07.2021,14.07.2025,С-ДШТ/15-07-2021/79166284,true,
leningradskaya-10,leningradskaya-10-itp1,ИТП-1,14/09/2009,МФ 2.2.1-Б-25,гвс,Т-4,201017166,,15/07/2025,до 15.09.2025,поверка 2021,1,1-79166283,ООО «Метроконтроль»,31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.2.1-Б-25,201017166,15.07.2021,14.07.2025,С-ДШТ/15-07-2021/79166283,true,
leningradskaya-10,leningradskaya-10-itp1,ИТП-1,14/09/2009,КТПТР-01-60,гвс,термопары,4286/4286a,,01/06/2025,до 15.09.2025,поверка 2021,0,,,,,,,,,,,,
leningradskaya-11,leningradskaya-11-itp1,ИТП-1,19/11/2009,КАРАТ-2001-01,отопление,теплорегистратор,10570309,,09/06/2028,до 15.09.2025,поверка 2024,1,1-345402532,"ООО ПП ""ТЕХНОЛОГИЯ""",30485-05,Теплорегистраторы,КАРАТ,КАРАТ-2001-01,10570309,10.06.2024,09.06.2028,С-БУТ/10-06-2024/345402532,true,
leningradskaya-11,leningradskaya-11-itp1,ИТП-1,19/11/2009,ПРЭМ-Д-50,отопление,Т-1,237152,,11/05/2029,до 15.09.2025,поверка 2025,1,1-431735298,"ООО ПП ""ТЕХНОЛОГИЯ""",17858-06,Преобразователи расхода электромагнитные,ПРЭМ,ПРЭМ 50,237152,12.05.2025,11.05.2029,С-БУТ/12-05-2025/431735298,true,
leningradskaya-11,leningradskaya-11-itp1,ИТП-1,19/11/2009,ПРЭМ-Д-50,отопление,Т-2,237150,,11/05/2029,до 15.09.2025,поверка 2025,1,1-431736025,"ООО ПП ""ТЕХНОЛОГИЯ""",17858-06,Преобразователи расхода электромагнитные,ПРЭМ,ПРЭМ 50,237150,12.05.2025,11.05.2029,С-БУТ/12-05-2025/431736025,true,
leningradskaya-11,leningradskaya-11-itp1,ИТП-1,19/11/2009,КТПТР-01-100,отопление,термопары,6329/6329a,,14/05/2029,до 15.09.2025,поверка 2025,0,,,,,,,,,,,,
leningradskaya-11,leningradskaya-11-itp1,ИТП-1,19/11/2009,МФ 2.2.1-Б-25,гвс,Т-3,201076992,,08/01/2029,до 15.09.2025,замена 2025,1,1-410134273,"ООО ""ИВТРЕЙД""",73383-18,Преобразователи расхода электромагнитные,МастерФлоу,Б,201076992,09.01.2025,08.01.2029,С-ДФП/09-01-2025/410134273,true,
leningradskaya-11,leningradskaya-11-itp1,ИТП-1,19/11/2009,МФ 2.2.1-Б-25,гвс,Т-4,201021259,,22/07/2028,до 15.09.2025,поверка 2024,1,1-357096885,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,201021259,23.07.2024,22.07.2028,С-СЕ/23-07-2024/357096885,true,
leningradskaya-11,leningradskaya-11-itp1,ИТП-1,19/11/2009,КТПТР-01-60,гвс,термопары,9420/9420a,,14/05/2029,до 15.09.2025,поверка 2025,0,,,,,,,,,,,,
leningradskaya-12,leningradskaya-12-itp1,ИТП-1,20/11/2009,КАРАТ-2001-01,отопление,теплорегистратор,12560609,,16/02/2027,до 15.09.2025,поверка 2023,1,1-226519149,"ФБУ ""УРАЛТЕСТ""",30485-05,Теплорегистраторы,КАРАТ,2001-01,12560609,17.02.2023,16.02.2027,С-СЕ/17-02-2023/226519149,true,
leningradskaya-12,leningradskaya-12-itp1,ИТП-1,20/11/2009,ПРЭМ-Д-40,отопление,Т-1,233358,,11/05/2029,до 15.09.2025,поверка 2025,1,1-431736030,"ООО ПП ""ТЕХНОЛОГИЯ""",17858-06,Преобразователи расхода электромагнитные,ПРЭМ,ПРЭМ 40,233358,12.05.2025,11.05.2029,С-БУТ/12-05-2025/431736030,true,
leningradskaya-12,leningradskaya-12-itp1,ИТП-1,20/11/2009,ПРЭМ-Д-40,отопление,Т-2,232366,,11/05/2029,до 15.09.2025,поверка 2025,1,1-431736038,"ООО ПП ""ТЕХНОЛОГИЯ""",17858-06,Преобразователи расхода электромагнитные,ПРЭМ,ПРЭМ 40,232366,12.05.2025,11.05.2029,С-БУТ/12-05-2025/431736038,true,
leningradskaya-12,leningradskaya-12-itp1,ИТП-1,20/11/2009,КТСП-Н-80,отопление,термопары,16987г/16987х,,14/05/2029,до 15.09.2025,поверка 2025,1,1-432368403,"ООО ПП ""ТЕХНОЛОГИЯ""",38878-08,Комплекты термометров сопротивления,КТСП-Н,КТСП-Н,16987Г/16987Х,15.05.2025,14.05.2029,С-БУТ/15-05-2025/432368403,true,
leningradskaya-12,leningradskaya-12-itp1,ИТП-1,20/11/2009,ПРЭМ-32,гвс,Т-3,838895,,12/12/2028,до 15.09.2025,замена 2024,5,,,,,,,,,,,,
leningradskaya-12,leningradskaya-12-itp1,ИТП-1,20/11/2009,ПРЭМ-20,гвс,Т-4,708963,,16/06/2026,до 15.09.2025,поверка 2022,5,,,,,,,,,,,,
leningradskaya-12,leningradskaya-12-itp1,ИТП-1,20/11/2009,КТСП-Н-60,гвс,термопары,5517г/5517х,,14/05/2029,до 15.09.2025,поверка 2025,1,1-432368400,"ООО ПП ""ТЕХНОЛОГИЯ""",38878-08,Комплекты термометров сопротивления,КТСП-Н,КТСП-Н,5517Г/5517Х,15.05.2025,14.05.2029,С-БУТ/15-05-2025/432368400,true,
leningradskaya-13,leningradskaya-13-itp1,ИТП-1,12/11/2012,КАРАТ-2001-01,отопление,теплорегистратор,22940912,,07/06/2028,до 15.09.2025,поверка 2024,2,,,,,,,,,,,,
leningradskaya-13,leningradskaya-13-itp1,ИТП-1,12/11/2012,ЭРСВ-420Л-40,отопление,Т-1,1207228,,02/07/2028,до 15.09.2025,поверка 2024,2,,,,,,,,,,,,
leningradskaya-13,leningradskaya-13-itp1,ИТП-1,12/11/2012,ЭРСВ-420Л-40,отопление,Т-2,1200631,,02/07/2028,до 15.09.2025,поверка 2024,4,,,,,,,,,,,,
leningradskaya-13,leningradskaya-13-itp1,ИТП-1,12/11/2012,КТСП-Н-80,отопление,термопары,26183г/26183х,,07/06/2028,до 15.09.2025,поверка 2024,1,1-345385514,"ООО ПП ""ТЕХНОЛОГИЯ""",38878-12,Комплекты термопреобразователей сопротивления,КТСП-Н,КТСП-Н,26183Г/26183Х,08.06.2024,07.06.2028,С-БУТ/08-06-2024/345385514,true,
leningradskaya-13,leningradskaya-13-itp1,ИТП-1,12/11/2012,ЭРСВ-420Л-25,гвс,Т-3,1206243,,16/07/2028,до 15.09.2025,поверка 2024,1,1-357096808,"ФБУ ""УРАЛТЕСТ""",20293-10,Расходомеры-счетчики электромагнитные,ВЗЛЕТ ЭР,ВЗЛЕТ ЭР,1206243,16.07.2024,15.07.2028,С-СЕ/16-07-2024/357096808,true,
leningradskaya-13,leningradskaya-13-itp1,ИТП-1,12/11/2012,ЭРСВ-420Л-20,гвс,Т-4,1156694,,16/07/2028,до 15.09.2025,поверка 2024,2,,,,,,,,,,,,
leningradskaya-13,leningradskaya-13-itp1,ИТП-1,12/11/2012,КТПТР-06-45,гвс,термопары,3418А/3418,,06/06/2028,до 15.09.2025,поверка 2024,0,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp1,ИТП-1,10/10/2012,КАРАТ-2001-01,отопление,теплорегистратор,22340812,,06/06/2028,до 15.09.2025,поверка 2024,1,1-345381117,"ООО ПП ""ТЕХНОЛОГИЯ""",30485-10,Теплорегистраторы,КАРАТ,КАРАТ-2001-01,22340812,07.06.2024,06.06.2028,С-БУТ/07-06-2024/345381117,true,
leningradskaya-15,leningradskaya-15-itp1,ИТП-1,10/10/2012,ЭРСВ-420Л-40,отопление,Т-1,1207281,,02/07/2028,до 15.09.2025,поверка 2024,2,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp1,ИТП-1,10/10/2012,ЭРСВ-420Л-40,отопление,Т-2,1207037,,02/07/2028,до 15.09.2025,поверка 2024,5,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp1,ИТП-1,10/10/2012,КТСП-Н-80,отопление,термопары,18922г/18922х,,07/06/2028,до 15.09.2025,поверка 2024,1,1-345385515,"ООО ПП ""ТЕХНОЛОГИЯ""",38878-12,Комплекты термопреобразователей сопротивления,КТСП-Н,КТСП-Н,18922Г/18922Х,08.06.2024,07.06.2028,С-БУТ/08-06-2024/345385515,true,
leningradskaya-15,leningradskaya-15-itp1,ИТП-1,10/10/2012,ЭРСВ-420Л-25,гвс,Т-3,1200846,,16/07/2028,до 15.09.2025,поверка 2024,2,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp1,ИТП-1,10/10/2012,ЭРСВ-420Л-20,гвс,Т-4,1209025,,16/07/2028,до 15.09.2025,поверка 2024,6,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp1,ИТП-1,10/10/2012,КТПТР-06-35,гвс,термопары,376/376А,,06/06/2028,до 15.09.2025,поверка 2024,3,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp2,ИТП-2,10/10/2012,КАРАТ-2001-01,отопление,теплорегистратор,21980512,,06/06/2028,до 15.09.2025,поверка 2024,1,1-345380504,"ООО ПП ""ТЕХНОЛОГИЯ""",30485-10,Теплорегистраторы,КАРАТ,КАРАТ-2001-01,21980512,07.06.2024,06.06.2028,С-БУТ/07-06-2024/345380504,true,
leningradskaya-15,leningradskaya-15-itp2,ИТП-2,10/10/2012,ЭРСВ-420Л-40,отопление,Т-1,1207215,,05/06/2028,до 15.09.2025,поверка 2024,3,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp2,ИТП-2,10/10/2012,ЭРСВ-420Л-40,отопление,Т-2,1200436,,05/06/2028,до 15.09.2025,поверка 2024,3,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp2,ИТП-2,10/10/2012,КТСП-Н-80,отопление,термопары,18905г/18905х,,06/06/2028,до 15.09.2025,поверка 2024,1,1-345385550,"ООО ПП ""ТЕХНОЛОГИЯ""",38878-12,Комплекты термопреобразователей сопротивления,КТСП-Н,КТСП-Н,18905Г/18905Х,07.06.2024,06.06.2028,С-БУТ/07-06-2024/345385550,true,
leningradskaya-15,leningradskaya-15-itp2,ИТП-2,10/10/2012,ЭРСВ-420Л-25,гвс,Т-3,1200887,,06/06/2028,до 15.09.2025,поверка 2024,3,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp2,ИТП-2,10/10/2012,ЭРСВ-420Л-20,гвс,Т-4,1148452,,06/06/2028,до 15.09.2025,поверка 2024,4,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp2,ИТП-2,10/10/2012,КТПТР-06-35,гвс,термопары,395А/395,,07/06/2028,до 15.09.2025,поверка 2024,0,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp3,ИТП-3,10/10/2012,КАРАТ-2001-01,отопление,теплорегистратор,22350812,,27/05/2026,до 15.09.2025,поверка 2024,0,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp3,ИТП-3,10/10/2012,ЭРСВ-420Л-40,отопление,Т-1,1205122,,05/06/2028,до 15.09.2025,поверка 2024,4,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp3,ИТП-3,10/10/2012,ЭРСВ-420Л-40,отопление,Т-2,1207319,,05/06/2028,до 15.09.2025,поверка 2024,1,1-345044855,"ООО ПП ""ТЕХНОЛОГИЯ""",20293-10,Расходомеры-счетчики электромагнитные,ВЗЛЕТ ЭР,ЭРСВ-420Л-40,1207319,06.06.2024,05.06.2028,С-БУТ/06-06-2024/345044855,true,
leningradskaya-15,leningradskaya-15-itp3,ИТП-3,10/10/2012,КТСП-Н-80,отопление,термопары,18868х/18868г,,06/06/2028,до 15.09.2025,поверка 2024,0,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp3,ИТП-3,10/10/2012,ЭРСВ-420Л-25,гвс,Т-3,1146202,,06/06/2028,до 15.09.2025,поверка 2024,1,1-345384382,"ООО ПП ""ТЕХНОЛОГИЯ""",20293-10,Расходомеры-счетчики электромагнитные,ВЗЛЕТ ЭР,ЭРСВ-420Л-25,1146202,07.06.2024,06.06.2028,С-БУТ/07-06-2024/345384382,true,
leningradskaya-15,leningradskaya-15-itp3,ИТП-3,10/10/2012,ЭРСВ-420Л-20,гвс,Т-4,1208972,,06/06/2028,до 15.09.2025,поверка 2024,3,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp3,ИТП-3,10/10/2012,КТПТР-06-35,гвс,термопары,391/391А,,06/06/2028,до 15.09.2025,поверка 2024,4,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp4,ИТП-4,10/10/2012,КАРАТ-2001-01,отопление,теплорегистратор,22020512,,06/06/2028,до 15.09.2025,поверка 2024,1,1-345380523,"ООО ПП ""ТЕХНОЛОГИЯ""",30485-10,Теплорегистраторы,КАРАТ,КАРАТ-2001-01,22020512,07.06.2024,06.06.2028,С-БУТ/07-06-2024/345380523,true,
leningradskaya-15,leningradskaya-15-itp4,ИТП-4,10/10/2012,ЭРСВ-420Л-40,отопление,Т-1,1200714,,02/07/2028,до 15.09.2025,поверка 2024,3,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp4,ИТП-4,10/10/2012,ЭРСВ-420Л-40,отопление,Т-2,1200394,,02/07/2028,до 15.09.2025,поверка 2024,3,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp4,ИТП-4,10/10/2012,КТСП-Н-80,отопление,термопары,18919г/18919х,,06/06/2028,до 15.09.2025,поверка 2024,1,1-345385582,"ООО ПП ""ТЕХНОЛОГИЯ""",38878-12,Комплекты термопреобразователей сопротивления,КТСП-Н,КТСП-Н,18919Г/18919Х,07.06.2024,06.06.2028,С-БУТ/07-06-2024/345385582,true,
leningradskaya-15,leningradskaya-15-itp4,ИТП-4,10/10/2012,ЭРСВ-420Л-25,гвс,Т-3,1206460,,16/04/2028,до 15.09.2025,поверка 2024,2,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp4,ИТП-4,10/10/2012,ЭРСВ-420Л-20,гвс,Т-4,1146311,,16/07/2028,до 15.09.2025,поверка 2024,1,1-357096830,"ФБУ ""УРАЛТЕСТ""",20293-10,Расходомеры-счетчики электромагнитные,ВЗЛЕТ ЭР,ВЗЛЕТ ЭР,1146311,16.07.2024,15.07.2028,С-СЕ/16-07-2024/357096830,true,
leningradskaya-15,leningradskaya-15-itp4,ИТП-4,10/10/2012,КТПТР-06-35,гвс,термопары,397А/397,,06/06/2028,до 15.09.2025,поверка 2024,0,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp5,ИТП-5,10/10/2012,КАРАТ-2001-01,отопление,теплорегистратор,22360812,,07/06/2028,до 15.09.2025,поверка 2024,1,1-345381868,"ООО ПП ""ТЕХНОЛОГИЯ""",30485-10,Теплорегистраторы,КАРАТ,КАРАТ-2001-01,22360812,08.06.2024,07.06.2028,С-БУТ/08-06-2024/345381868,true,
leningradskaya-15,leningradskaya-15-itp5,ИТП-5,10/10/2012,ЭРСВ-420Л-40,отопление,Т-1,1207153,,05/06/2028,до 15.09.2025,поверка 2024,4,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp5,ИТП-5,10/10/2012,ЭРСВ-420Л-40,отопление,Т-2,1207275,,05/06/2028,до 15.09.2025,поверка 2024,3,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp5,ИТП-5,10/10/2012,КТСП-Н-80,отопление,термопары,23194х/23194г,,06/06/2028,до 15.09.2025,поверка 2024,0,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp5,ИТП-5,10/10/2012,ЭРСВ-420Л-25,гвс,Т-3,1206408,,06/06/2028,до 15.09.2025,поверка 2024,2,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp5,ИТП-5,10/10/2012,ЭРСВ-420Л-20,гвс,Т-4,1148416,,06/06/2028,до 15.09.2025,поверка 2024,2,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp5,ИТП-5,10/10/2012,КТПТР-06-35,гвс,термопары,2415/2415А,,06/06/2028,до 15.09.2025,поверка 2024,6,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp6,ИТП-6,10/10/2012,КАРАТ-2001-01,отопление,теплорегистратор,22010512,,06/06/2028,до 15.09.2025,поверка 2024,2,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp6,ИТП-6,10/10/2012,ЭРСВ-420Л-40,отопление,Т-1,1431616,,05/06/2028,до 15.09.2025,поверка 2024,1,1-345383672,"ООО ПП ""ТЕХНОЛОГИЯ""",52856-13,Расходомеры-счетчики электромагнитные,ВЗЛЕТ ЭР модификация Лайт М,ЭРСВ-440Л В-40,1431616,06.06.2024,05.06.2028,С-БУТ/06-06-2024/345383672,true,
leningradskaya-15,leningradskaya-15-itp6,ИТП-6,10/10/2012,ЭРСВ-420Л-40,отопление,Т-2,1200569,,05/06/2028,до 15.09.2025,поверка 2024,3,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp6,ИТП-6,10/10/2012,КТСП-Н-80,отопление,термопары,18870г/18870х,,06/06/2028,до 15.09.2025,поверка 2024,1,1-345385575,"ООО ПП ""ТЕХНОЛОГИЯ""",38878-12,Комплекты термопреобразователей сопротивления,КТСП-Н,КТСП-Н,18870Г/18870Х,07.06.2024,06.06.2028,С-БУТ/07-06-2024/345385575,true,
leningradskaya-15,leningradskaya-15-itp6,ИТП-6,10/10/2012,ЭРСВ-420Л-25,гвс,Т-3,1148304,,06/06/2028,до 15.09.2025,поверка 2024,3,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp6,ИТП-6,10/10/2012,ЭРСВ-420Л-20,гвс,Т-4,1149063,,06/06/2028,до 15.09.2025,поверка 2024,2,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp6,ИТП-6,10/10/2012,КТПТР-06-35,гвс,термопары,1379А/1379,,07/06/2028,до 15.09.2025,поверка 2024,0,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp7,ИТП-7,15/10/2012,КАРАТ-2001-01,отопление,теплорегистратор,21930512,,06/06/2028,до 15.09.2025,поверка 2024,2,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp7,ИТП-7,15/10/2012,Взлет ЭР Лайт М-40,отопление,Т-1,2417766,,12/01/2031,до 15.09.2025,Замена 2025,1,1-403430954,"АО ""ВЗЛЕТ""",85267-22,Расходомеры-счетчики электромагнитные,ВЗЛЕТ ЭР Лайт М,ЭРСВ-440ЛВ,2417766,13.01.2025,12.01.2031,С-ДРХ/13-01-2025/403430954,true,
leningradskaya-15,leningradskaya-15-itp7,ИТП-7,15/10/2012,ЭРСВ-420Л-40,отопление,Т-2,1200647,,02/07/2028,до 15.09.2025,поверка 2024,2,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp7,ИТП-7,15/10/2012,КТСП-Н-80,отопление,термопары,18849х/18849г,,06/06/2028,до 15.09.2025,поверка 2024,0,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp7,ИТП-7,15/10/2012,ЭРСВ-420Л-25,гвс,Т-3,1201006,,16/07/2028,до 15.09.2025,поверка 2024,6,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp7,ИТП-7,15/10/2012,ЭРСВ-420Л-20,гвс,Т-4,1158494,,16/07/2028,до 15.09.2025,поверка 2024,2,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-itp7,ИТП-7,15/10/2012,КТПТР-06-35,гвс,термопары,390/390А,,06/06/2028,до 15.09.2025,поверка 2024,1,1-345385600,"ООО ПП ""ТЕХНОЛОГИЯ""",46156-10,Комплекты термометров сопротивления из платины технических разностных,"КТПТР-01, КТПТР-03, КТПТР-06, КТПТР-07, КТПТР-08",КТПТР-06,390/390А,07.06.2024,06.06.2028,С-БУТ/07-06-2024/345385600,true,
leningradskaya-15,leningradskaya-15-vstavka-л,Вставка Л,01/11/2015,КАРАТ-307,отопление,теплорегистратор,01351614,,02/05/2027,до 15.09.2025,поверка 2023,1,1-243420976,"ФБУ ""УРАЛТЕСТ""",61255-15,Вычислители,КАРАТ,КАРАТ-307,01351614,02.05.2023,01.05.2027,С-СЕ/02-05-2023/243420976,true,
leningradskaya-15,leningradskaya-15-vstavka-л,Вставка Л,01/11/2015,ПРЭМ-20,отопление,Т-1,630127,,25/04/2027,до 15.09.2025,поверка 2023,3,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-vstavka-л,Вставка Л,01/11/2015,ПРЭМ-20,отопление,Т-2,633964,,25/04/2027,до 15.09.2025,поверка 2023,4,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-vstavka-л,Вставка Л,01/11/2015,КТПТР-01-60,отопление,термопары,14721А/14721,,25/04/2027,до 15.09.2025,поверка 2023,0,,,,,,,,,,,,
leningradskaya-15,leningradskaya-15-vstavka-ж,Вставка Ж,01/11/2015,КАРАТ-307,отопление,теплорегистратор,16083616,,09/09/2028,до 15.09.2025,поверка 2024,1,1-368934566,"ООО ПП ""ТЕХНОЛОГИЯ""",61255-15,Вычислители,КАРАТ,КАРАТ-307 4V4T4P,16083616,10.09.2024,09.09.2028,С-БУТ/10-09-2024/368934566,true,
